,feedback,rating
2353,"Dr. Schneider has an extremenly incompetent and uncaring staff. I made a appointment 3 weeks in advance to see her. I was a new patient and wanted to confirm that she took my insurance.  Her staff assured me she did. Less than 24 hours before the appointment I got a call that Dr. Schneider, in fact, did not take my insurance and they were canceling the appointment. All they could say was, sorry about that. I am in pain and need to see a doctor and waited three weeks for my appointment.",Rated 1 out of 5
2349,"I went to Dr. Schneider with severe shoulder pain and she ordered blood tests-MRI neck-neurologist who said shoulder & would not do nerve test  so Dr. Schneider wanted me to another neurologist! She would not listen to me the patient who had previous rotator cuff surgery-would not listen to the level of pain! She said 'well I could go in & clean it up but I think it is the neck""-well guess what Dr. I am in need of a total shoulder replacement!! You ,wasted my time -energy and money!! STAY AWAY FROM THIS DOCTOR!!!",Rated 1 out of 5
2346,"I contacted office for a consult request. Told to send all my records and would get a call back to schedule an appointment. My email was never answered, even when asking just for confirmation of receipt of medical records. Numerous calls to office went unanswered again, asking for confirmation of receipt of records. ",Rated 1 out of 5
2343,"Had a severe medical issue and tried to schedule an appointment. Secretary was not polite, but asked me to fill out documents for Dr. Girardi to review and they'll let me know when I could come in. Almost 2 months later I have yet to hear back. Seems like they're more concerned about who they can make money off of. ",Rated 1 out of 5
2340,Both Gerardi and his PA are two of the most difficult medical professionals to get an honest answer.  Gerardi doesn't truly answer what when wrong and his PA is the nastiest I have ever tried to deal with.  I had surgery a year ago and am in worst shape now than before the surgery.,Rated 1 out of 5
2330,Very defensive. Poor bedside manners.,Rated 1 out of 5
2314,"I had seen this doctor and had an absolutely horrible experience and even posted a negative review but it never got posted. I had had hand surgery with another doctor and went to him for a second opinion on a problem which had developed on the operated hand post op. Not only was he, as well as his assisting PA Kayla condescending, he made me feel as though he thought that I was lying about the symptom I was complaining about.",Rated 1 out of 5
2305,"His office requested all of my brother’s records prior to our appointment. Not sure he reviewed them prior to the appointment. He did not recommend surgery after a cursory exam(about 20 minutes). He made a diagnosis. When I asked him how he arrived at this diagnosis, he laughed and left the room! Don’t waste your time with him! Very unprofessional!",Rated 1 out of 5
2301,"This doctor is very unprofessional and mean in his patient relation. He disrespected,  humiliated and dehumanized me all because of his staff incompetence and inability to their job at a timely manner that resulted in  NYU cancelling my surgery booking. 

I have requested his office to schedule a pre- surgical appointment with  NYU physician under my Workman's case, as I couldn't get it done with my PC. Next, Dr Steiber threw my case out, declined my numerous  request for an appt to talk him. ",Rated 1 out of 5
2285,"He is abrupt, rude, the surgery he performed had to be redone, and I would never recommend him.",Rated 1 out of 5
2279,Never go to this md ,Rated 1 out of 5
1315,Future and current patients beware.  Dr. Gomoll performed a partial knee replacement on me. Had to have a full knee replacement after 17 month.  The surgeon who performed my total knee stated the device was malaligned and he could see mechancial catching of my patella on the device Dr. Gomoll installed.  Been in recovery for over three years.,Rated 1 out of 5
1291,I was seeing him at HSS. My first visit was in June 2021 and he seemed to be explaining the complications related to a hip replacement that I already had. Then I had a follow up in July after MRI imaging and he didn’t say the same things. He also didn’t leave a medical note for my July visit even though I paid a co-pay. Then I had another video visit with him in August and again he didn’t leave a medical note. When I told him I just wasn’t doing well he said then I suppose you need to be seen but he said it very begrudgingly. Again he left a no medical note and I paid a co-pay. Then I found out he’s leaving HSS but I was really taken advantage of.,Rated 1 out of 5
4398,I went in for a simple arthroscopic clean out of calcium deposits. I was told I'd be back to normal in about a month. It's been over 6 months and I am in constant excruciating pain every day. I didn't have any of this pain before the surgery. In my opinion the pain I feel every day was caused by Dr alexiades. I believe he botched my procedure and I am left in a much worse position than before I went to him. ,Rated 1 out of 5
392,"Horrible foot surgery outcome. Surgery far more excessive than needed and now my foot has lost comfortable functioning and even looks handicapped. 
Toes are droopy and stiff and original problem has re-occured. The damage cannot be fixed. Doctor did not even bother to check on me post -surgery or explain my long post-surgical recovery. His NP was not helpful either. Do not recommend at all. ",Rated 1 out of 5
