,feedback,rating
2528,"Dr. Sackheim was the first person to properly diagnose my torn shoulder after 3 years of misdiagnosis with another physician.  She just listened to my symptoms and felt the area.  After years of being made feel like I was making up my pain, Dr. Sackheim gave me hope that I could be functional again.  Thank you!",Rated 5 out of 5
2529,"Awesome Absolutely Awesome!!!!It had been about a year or so that I felt pain in my right hip. I did the PT along with a cortisone shot; both were temporal relief. I decided to get surgery because I didn't want to further damage my bones nor did I want to live in pain. I did my research specifically looking for a surgeon with a kind heart and passion for his/her craft. Well.. Dr. Rozell was all that and more! In office he patiently addressed all of my questions and concerns in plain english and never did he ever overlook any of my messages in MyCart! The day of my surgery he made me feel so comfortable and the even stopped by the morning after surgery (..and each day after that) just to see how I was coming along! Bedside manner is EVERYTHING! Fast forward; following all of his instructions, recovery went/is going very well. April 16, 2022 I am no longer walking with a cane and no longer living with pain. Thank you Dr. J. Rozell you and your staff are amazing! I highly recommend Dr. Rozell your bone surgery.",Rated 5 out of 5
2530,Always Available to Listen and Respond immediatelyHe is probably one of the top orthopedic surgeons ever.  I fell and broke my hip in December   Dr. Rozell performed the surgery and today was my final visit with him  He listened carefully to my concerns and we spoke for as long as needed  never a rush  always the professional    I would recommend him to anyone who needs their bones fixed!,Rated 5 out of 5
2531,"Dr. ROZELL IS THE BEST!   VERY PROFESSIONALAND CARING.  MY HIP SURGERY WAS A BREEZE, HE REALLY IS AN EXCELLENT DR. AND I WOU L D RECOMMEND HIM TO ANYONE.  Everyone in the office is wonderful as well.  ",Rated 5 out of 5
2532,"I went to Dr Rozell without a referral---he was amazingly efficient and kind.
He read my history thoroughly before seeing me, it was as if I had been his patient for years.  He explained my problem so I could easily understand it and made positive suggestions.  I left feeling that wonderful comforting feeling of being well taken care of by a extremely knowledgeable and capable doctor with a kind heart.",Rated 5 out of 5
2533,Dr. Rozell is an amazing surgeon. He repaired my ankle that I broke in 2 places.  He has a great bedside manor.  Dr Rozell greeted me warmly in the operating room which made me feel comfortable knowing he was going to repair my broken bones.  He even joked about mending my broken heart tattoo that he cut through.  I'm totally impressed with him and appreciate the care he has given me. ,Rated 5 out of 5
2534,"Joshua Rozell is an amazing doctor that made it so that I can move around again - freely without pain. He was very attentive to my needs and highly involved in my recovery process. I have gone through several surgeries in my life, but Dr. Rozell made the biggest impression. I can't recommend him highly enough. ",Rated 5 out of 5
2535,Best Doctor Every time I came in to see him I was seen on time. The staff was very helpful and he was as well very helpful,Rated 5 out of 5
2536,Awesome Doctor!He is a great doctor! He is very calm and patient. He was able to explain clearly and make sure everything is in good progress.,Rated 5 out of 5
2537,"It was my greatest pleasure meeting Dr. Ekstein, Charles for a follow up visit today Tuesday May 10, 2022

 I would like to Thank you Dr. Ekstein & your super amazing outstanding medical staff.  For providing my son Jeremiah Iesire Vega with such kindness, remarkable bed side manners, & the best patient care! 

 Dr. Ekstein with the proper diagnoses & professional health treatment immediately with excellency treated my son Jeremiah!  He is recovering well. 

This medical team & staff due their due diligence work with such pride! Jeremiah & I are extremely grateful but most all thankful so very much with gratitude. Such a great asset to Primer Orthopedic & Sports Medicine 

Warm Regards, 
Denise Del Valle ",Rated 5 out of 5
2538,"Bone Spur repair of old mallet fracture.Dr. Ekstein repaired a bone spur on my ring finger on 4/18/22 due to a mallet fracture from 5/21. During my initial visit in Feb. 2021 he was friendly, professional, all smiles & was very concerned of my pain. He explained all options in detail of how he could assist me. His entire surgical staff & nurses were absolutely amazing, super friendly & made me feel totally comfortable as they explained every step we would take to ensure a successful surgery. The surgical facility was modern, super clean & spotless. I was very comfortable throughout my short stay. My follow-up appointment for suture removal went well as well. I would totally recommend Dr. Ekstein & his entire staff to all of my family & friends for their needs. He was the absolute best! Thanks so much Dr. Ekstein to you & your amazing staff for such a wonderful experience. My finger feels amazing. ",Rated 5 out of 5
2539,Highly recommendedSince the moment I met doctor Ekstein I felt safe. He did my right hand surgery and I am so grateful that I can describe it. I was always in pain and since the two months of surgery I feel excellent and no more pain. I highly recommend doctor Charles Ekstein very professional and an excellent surgeon. Thank you doctor and I appreciate you.,Rated 5 out of 5
2540,"What can I say about Dr. Ekstein?  From my very first visit, I felt so at ease with Dr.Ekstein. He was thorough, assuring and totally professional. It is so important to establish a good rapport with the patients and that most definitely Dr. Ekstein does! I am so appreciative and privileged to have been treated by him! I would like to add that the office staff are exceptional! Thank you all!",Rated 5 out of 5
2541,Highly recommend Dr.Ekstein is an amazing professional and a great person. He takes great care for his patients and his great attitude that makes it easy for you to get along with him and trust him. ,Rated 5 out of 5
2542,EXCELLENT doctor! I would highly recommend him to anyone who needs his expertise.  Right from  my first appointment with him I knew I was with the best. I would recommend him highly.,Rated 5 out of 5
2543,Very friendly doctor and staff. Very short wait time between arriving and seeing the doctor. He always make me laugh when I see him. Highly recommended!,Rated 5 out of 5
2544,"From the moment I stepped into his office and told him my symptoms, he knew exactly what was wrong.  Now, 6 weeks post op, my pain is completely gone and i feel great",Rated 5 out of 5
2515,"Dr.Sackheim is the most Dedicated and Caring Doctor who Truly Understands and has Empathy for the pain I have been suffering since 2002. I have 5 spine fusions.
Dr Sackheim's Genuine Kindness is shown through her Phenomenal Techniques she uses during her procedures. Dr. Sackheim has been an Amazing Advocate for me dealing with my Pharmacy and Insurance Companies. I Truly Recommend Sackheim for her Brilliant
Expertise and Loyalty to assist with your chronic pain.",Rated 5 out of 5
2513,"AMAZING!!!! LOVE HER.  She accepted my insurance, I only had to pay a co-pay, small concierge practice, beautiful office, amazing helpful staff, saw me right when I needed. Very accommodating.  Did injection on my first visit.",Rated 5 out of 5
